# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8317096202393
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
     0.35%     0.18%  java             [kernel.kallsyms]  [k] update_load_avg
     0.35%     0.35%  java             [kernel.kallsyms]  [k] __restore_fpregs_from_fpstate
     0.35%     0.00%  kswapd0          [kernel.kallsyms]  [k] super_cache_scan
     0.35%     0.17%  java             [kernel.kallsyms]  [k] charge_memcg
     0.34%     0.00%  kswapd0          [kernel.kallsyms]  [k] prune_icache_sb
     0.34%     0.00%  kswapd0          [kernel.kallsyms]  [k] __list_lru_walk_one
     0.34%     0.00%  kswapd0          [kernel.kallsyms]  [k] list_lru_walk_one
     0.34%     0.00%  kswapd0          [kernel.kallsyms]  [k] inode_lru_isolate
     0.34%     0.00%  kswapd0          [kernel.kallsyms]  [k] invalidate_mapping_pages
     0.34%     0.01%  kswapd0          [kernel.kallsyms]  [k] __invalidate_mapping_pages
     0.33%     0.01%  java             [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.33%     0.31%  LocalJobRunner   [kernel.kallsyms]  [k] copy_page_to_iter
     0.33%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] alloc_page_buffers
     0.33%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_get_block_prep
     0.32%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] mark_buffer_dirty
     0.32%     0.32%  LocalJobRunner   [kernel.kallsyms]  [k] copy_page
     0.32%     0.02%  java             [kernel.kallsyms]  [k] putback_lru_page
     0.32%     0.06%  java             [kernel.kallsyms]  [k] free_unref_page
     0.32%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] alloc_buffer_head
     0.31%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] kthread
     0.31%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] ret_from_fork
     0.31%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] worker_thread
     0.31%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] process_one_work
     0.31%     0.18%  java             [kernel.kallsyms]  [k] update_curr
     0.31%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] wb_workfn
     0.31%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] wb_writeback
     0.31%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] __writeback_inodes_wb
     0.31%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] __writeback_single_inode
     0.31%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] do_writepages
     0.31%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] writeback_sb_inodes
     0.30%     0.03%  kworker/u97:0-e  [kernel.kallsyms]  [k] ext4_writepages
     0.30%     0.29%  LocalJobRunner   [kernel.kallsyms]  [k] __ptep_modify_prot_start
     0.30%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] __mod_lruvec_state
     0.29%     0.29%  LocalJobRunner   [kernel.kallsyms]  [k] down_read_trylock
     0.29%     0.06%  java             [kernel.kallsyms]  [k] yield_task_fair
     0.28%     0.26%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_get_read_batch
     0.27%     0.08%  java             [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.26%     0.15%  LocalJobRunner   [kernel.kallsyms]  [k] __cond_resched
     0.26%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_reserve_inode_write
     0.26%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ttwu_do_activate
     0.26%     0.01%  kworker/u96:0-e  [kernel.kallsyms]  [k] end_page_writeback
     0.25%     0.01%  java             [kernel.kallsyms]  [k] __mod_lruvec_state
     0.25%     0.00%  kswapd0          [kernel.kallsyms]  [k] try_to_release_page
     0.25%     0.01%  kcompactd0       [kernel.kallsyms]  [k] compaction_alloc
     0.25%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] __ext4_journal_stop
     0.25%     0.04%  java             [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.25%     0.00%  kswapd0          [kernel.kallsyms]  [k] ext4_releasepage
     0.25%     0.11%  localfetcher#1   [kernel.kallsyms]  [k] charge_memcg
     0.25%     0.05%  LocalJobRunner   [kernel.kallsyms]  [k] __set_page_dirty
     0.25%     0.00%  VM Thread        [kernel.kallsyms]  [k] schedule
     0.25%     0.01%  kswapd0          [kernel.kallsyms]  [k] jbd2_journal_try_to_free_buffers
     0.24%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] task_tick_fair
     0.24%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] asm_exc_page_fault
     0.24%     0.24%  LocalJobRunner   [kernel.kallsyms]  [k] mark_page_accessed
     0.23%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_da_write_begin
     0.23%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] exc_page_fault
     0.23%     0.18%  java             [kernel.kallsyms]  [k] rmqueue_bulk
     0.23%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] jbd2_journal_stop
     0.23%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] enqueue_task
     0.23%     0.03%  VM Thread        [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.23%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] page_add_new_anon_rmap
     0.23%     0.05%  kworker/u96:0-e  [kernel.kallsyms]  [k] test_clear_page_writeback
     0.23%     0.22%  LocalJobRunner   [kernel.kallsyms]  [k] up_read
     0.23%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] alloc_misplaced_dst_page
     0.23%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] isolate_lru_page
     0.23%     0.01%  Sampler Reader   [kernel.kallsyms]  [k] __alloc_pages
     0.22%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] balance_dirty_pages
     0.22%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] do_user_addr_fault
     0.22%     0.21%  java             [kernel.kallsyms]  [k] __ptep_modify_prot_start
     0.22%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] mem_cgroup_wb_stats
     0.22%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.22%     0.02%  Sampler Reader   [kernel.kallsyms]  [k] get_page_from_freelist
     0.22%     0.22%  java             [kernel.kallsyms]  [k] __irqentry_text_end
     0.22%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] mpage_submit_page
     0.22%     0.06%  VM Thread        [kernel.kallsyms]  [k] __schedule
     0.22%     0.18%  LocalJobRunner   [kernel.kallsyms]  [k] __count_memcg_events
     0.22%     0.20%  java             [kernel.kallsyms]  [k] mem_cgroup_from_task
     0.22%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] alloc_pages_vma
     0.21%     0.02%  java             [kernel.kallsyms]  [k] irq_exit_rcu
     0.21%     0.09%  java             [kernel.kallsyms]  [k] flush_tlb_func
     0.21%     0.02%  kswapd0          [kernel.kallsyms]  [k] __remove_mapping
     0.21%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] migrate_page_copy
     0.21%     0.01%  kworker/u96:1-e  [kernel.kallsyms]  [k] end_page_writeback
     0.21%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] update_load_avg
     0.21%     0.21%  java             [kernel.kallsyms]  [k] propagate_protected_usage
     0.21%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] handle_mm_fault
     0.21%     0.12%  java             [kernel.kallsyms]  [k] free_pcppages_bulk
     0.20%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] migrate_page_states
     0.20%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __page_cache_alloc
     0.20%     0.04%  LocalJobRunner   [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.20%     0.00%  kcompactd0       [kernel.kallsyms]  [k] move_to_new_page
     0.20%     0.04%  LocalJobRunner   [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     0.20%     0.01%  C2 CompilerThre  [kernel.kallsyms]  [k] __handle_mm_fault
     0.20%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] rmap_walk
     0.20%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __put_page
     0.19%     0.00%  VM Thread        [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.19%     0.00%  VM Thread        [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.19%     0.04%  kswapd0          [kernel.kallsyms]  [k] free_unref_page_list
     0.19%     0.13%  LocalJobRunner   [kernel.kallsyms]  [k] start_this_handle
     0.19%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] grab_cache_page_write_begin
     0.19%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] pagecache_get_page
     0.19%     0.00%  VM Thread        [kernel.kallsyms]  [k] irqentry_exit
     0.19%     0.00%  java             [kernel.kallsyms]  [k] __softirqentry_text_start
     0.19%     0.00%  VM Thread        [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.19%     0.01%  kworker/u98:0-e  [kernel.kallsyms]  [k] mpage_prepare_extent_to_map
     0.18%     0.08%  java             [kernel.kallsyms]  [k] page_lock_anon_vma_read
     0.18%     0.05%  kworker/u96:1-e  [kernel.kallsyms]  [k] test_clear_page_writeback
     0.18%     0.00%  swapper          [kernel.kallsyms]  [k] schedule_idle
     0.18%     0.00%  kswapd1          [kernel.kallsyms]  [k] try_to_release_page
     0.18%     0.00%  VM Thread        [kernel.kallsyms]  [k] task_work_run
     0.18%     0.00%  VM Thread        [kernel.kallsyms]  [k] task_numa_work
     0.18%     0.00%  VM Thread        [kernel.kallsyms]  [k] change_prot_numa
     0.18%     0.18%  Sampler Reader   [kernel.kallsyms]  [k] clear_page_erms
     0.18%     0.16%  VM Thread        [kernel.kallsyms]  [k] change_protection
     0.18%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] lock_page_lruvec_irq
     0.18%     0.00%  kswapd1          [kernel.kallsyms]  [k] ext4_releasepage
     0.18%     0.03%  swapper          [kernel.kallsyms]  [k] __schedule
     0.18%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] rmap_walk_anon
     0.18%     0.01%  kswapd1          [kernel.kallsyms]  [k] jbd2_journal_try_to_free_buffers
     0.17%     0.00%  java             [kernel.kallsyms]  [k] __x64_sys_futex
     0.17%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] lru_cache_add
     0.17%     0.14%  java             [kernel.kallsyms]  [k] perf_event_task_tick
     0.17%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_inode_csum_set
     0.17%     0.03%  VM Thread        [kernel.kallsyms]  [k] free_unref_page_list
     0.17%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] mem_cgroup_migrate
     0.17%     0.00%  java             [kernel.kallsyms]  [k] do_futex
     0.17%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_get_inode_loc
     0.17%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] kthread
     0.17%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] ret_from_fork
     0.17%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] worker_thread
     0.17%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] process_one_work
     0.17%     0.16%  java             [kernel.kallsyms]  [k] put_page
     0.16%     0.04%  kworker/u98:0-e  [kernel.kallsyms]  [k] ext4_bio_write_page
     0.16%     0.13%  LocalJobRunner   [kernel.kallsyms]  [k] error_entry
     0.16%     0.01%  java             [kernel.kallsyms]  [k] try_to_wake_up
     0.16%     0.00%  java             [kernel.kallsyms]  [k] lru_cache_add_inactive_or_unevictable
     0.16%     0.00%  kswapd0          [kernel.kallsyms]  [k] __delete_from_page_cache
     0.16%     0.07%  java             [kernel.kallsyms]  [k] put_prev_entity
     0.16%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] wb_workfn
     0.16%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] wb_writeback
     0.16%     0.13%  java             [kernel.kallsyms]  [k] switch_mm_irqs_off
     0.16%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] __writeback_inodes_wb
     0.16%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] writeback_sb_inodes
     0.16%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] do_writepages
     0.16%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] __writeback_single_inode
     0.16%     0.02%  kworker/u97:6-e  [kernel.kallsyms]  [k] ext4_writepages
     0.16%     0.06%  LocalJobRunner   [kernel.kallsyms]  [k] __ext4_get_inode_loc
     0.16%     0.16%  LocalJobRunner   [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     0.15%     0.02%  kswapd0          [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.15%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] numa_migrate_prep
     0.15%     0.06%  java             [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.15%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.15%     0.00%  kworker/u97:7-w  [kernel.kallsyms]  [k] mpage_submit_page
     0.15%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] dequeue_task
     0.15%     0.01%  kcompactd1       [kernel.kallsyms]  [k] compaction_alloc
     0.15%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.15%     0.12%  java             [kernel.kallsyms]  [k] try_charge_memcg
     0.15%     0.15%  localfetcher#1   [kernel.kallsyms]  [k] native_irq_return_iret
     0.15%     0.14%  java             [kernel.kallsyms]  [k] fpregs_assert_state_consistent
     0.15%     0.15%  LocalJobRunner   [kernel.kallsyms]  [k] psi_group_change
     0.15%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.15%     0.13%  java             [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.15%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.15%     0.05%  localfetcher#1   [kernel.kallsyms]  [k] __pagevec_lru_add
     0.15%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.15%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.15%     0.00%  java             [kernel.kallsyms]  [k] page_add_anon_rmap
     0.14%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] task_work_run
     0.14%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] find_vma
     0.14%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] task_numa_work
     0.14%     0.02%  java             [kernel.kallsyms]  [k] do_page_add_anon_rmap
     0.14%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] change_prot_numa
     0.14%     0.13%  kworker/u96:0-e  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.14%     0.13%  LocalJobRunner   [kernel.kallsyms]  [k] page_counter_charge
     0.14%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __vm_munmap
     0.14%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __x64_sys_munmap
     0.14%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __do_munmap
     0.14%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] unmap_region
     0.14%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_inode_csum
     0.14%     0.08%  java             [kernel.kallsyms]  [k] psi_task_switch
     0.14%     0.00%  java             [kernel.kallsyms]  [k] run_rebalance_domains
     0.14%     0.14%  LocalJobRunner   [kernel.kallsyms]  [k] __mod_node_page_state
     0.14%     0.10%  kswapd0          [kernel.kallsyms]  [k] isolate_pages
     0.14%     0.02%  VM Thread        [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.14%     0.03%  kswapd0          [kernel.kallsyms]  [k] free_pcppages_bulk
     0.14%     0.00%  kcompactd1       [kernel.kallsyms]  [k] move_to_new_page
     0.14%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] dequeue_task_fair
     0.14%     0.10%  java             [kernel.kallsyms]  [k] should_numa_migrate_memory
     0.14%     0.13%  kcompactd0       [kernel.kallsyms]  [k] isolate_freepages_block
     0.14%     0.09%  LocalJobRunner   [kernel.kallsyms]  [k] lru_gen_add_page
     0.13%     0.12%  java             [kernel.kallsyms]  [k] vm_normal_page
     0.13%     0.11%  localfetcher#1   [kernel.kallsyms]  [k] rmqueue_bulk
     0.13%     0.13%  localfetcher#1   [kernel.kallsyms]  [k] change_protection
     0.13%     0.13%  java             [kernel.kallsyms]  [k] __mod_zone_page_state
     0.13%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_page
     0.13%     0.02%  java             [kernel.kallsyms]  [k] page_remove_rmap
     0.13%     0.02%  Sampler Reader   [kernel.kallsyms]  [k] __mem_cgroup_charge
     0.13%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] enqueue_task_fair
     0.13%     0.12%  java             [kernel.kallsyms]  [k] get_mem_cgroup_from_mm
     0.13%     0.00%  VM Thread        [kernel.kallsyms]  [k] migrate_misplaced_page
     0.13%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     0.13%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     0.13%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     0.13%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     0.13%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     0.13%     0.01%  kworker/u97:7-w  [kernel.kallsyms]  [k] mpage_prepare_extent_to_map
     0.13%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] task_numa_fault
     0.13%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.13%     0.13%  java             libc.so.6          [.] 0x00000000001b29bf
     0.12%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] mpage_submit_page
     0.12%     0.04%  VM Thread        [kernel.kallsyms]  [k] pick_next_task_fair
     0.12%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __mem_cgroup_uncharge
     0.12%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] update_curr
     0.12%     0.02%  java             [kernel.kallsyms]  [k] rebalance_domains
     0.12%     0.04%  LocalJobRunner   [kernel.kallsyms]  [k] crypto_shash_update
     0.12%     0.12%  java             [kernel.kallsyms]  [k] __switch_to_asm
     0.12%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.12%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] vmacache_find
     0.12%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] migrate_misplaced_page
     0.12%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] psi_task_switch
     0.12%     0.05%  LocalJobRunner   [kernel.kallsyms]  [k] stop_this_handle
     0.12%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] xas_load
     0.12%     0.04%  VM Thread        [kernel.kallsyms]  [k] free_pcppages_bulk
     0.12%     0.02%  kswapd0          [kernel.kallsyms]  [k] release_pages
     0.12%     0.00%  kswapd0          [kernel.kallsyms]  [k] __pagevec_release
     0.12%     0.02%  kworker/u97:7-w  [kernel.kallsyms]  [k] ext4_bio_write_page
     0.12%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] vm_normal_page
     0.12%     0.12%  kcompactd0       [kernel.kallsyms]  [k] copy_page
     0.12%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] try_to_migrate
     0.12%     0.02%  java             [kernel.kallsyms]  [k] load_balance
     0.12%     0.01%  kswapd1          [kernel.kallsyms]  [k] __remove_mapping
     0.12%     0.02%  VM Thread        [kernel.kallsyms]  [k] yield_task_fair
     0.11%     0.01%  java             [kernel.kallsyms]  [k] lock_page_lruvec_irqsave
     0.11%     0.11%  java             [kernel.kallsyms]  [k] page_get_anon_vma
     0.11%     0.00%  kswapd0          [kernel.kallsyms]  [k] invalidate_inode_page
